kalimat_id,kata,sense,kalimat
1006897,mengeluarkan,2902,Mahkamah Konstitusi Italia mengeluarkan keputusannya pada Maret 1964.
1007897,mengeluarkan,2902,"Pada tanggal 4 Maret 2009, Mahkamah Pidana Internasional (ICC) mengeluarkan surat perintah penangkapan terhadap Presiden Sudan Omar Al-Bashir atas tuduhan berbagai tindakan yang dilakukannya di wilayah Darfur."
1007903,mengeluarkan,2906,Gunung ini pernah mengeluarkan letusan kecil pada tahun 1789.
1009104,mengeluarkan,2901,"Dua masalah utama yang mereka hadapi adalah mengeluarkan hal-hal kecil dari setiap sidik jari dan juga membandingkan, pencocokan dan juga mencari daftar hal kecil dari daftar besar sidik jari."
1009443,mengeluarkan,2902,Simpati publik dan dukungan bagi aktivis Freedom Rides akhirnya membuat Pemerintahan Kennedy meminta Interstate Commerce Commission (ICC) agar mengeluarkan perintah desegregasi yang baru.
1009516,mengeluarkan,2902,Haman mengeluarkan perintah agar semua orang berlutut dan sujud kepadanya setiap kali ia lewat.
1009711,mengeluarkan,2902,Tahun 2008 Sanny bersama 3 rekan lainnya pernah membentuk grup musik kembali yaitu Forward Band dan mengeluarkan album indie.
1010004,mengikat,2203,PSIS Semarang menjadi klub profesional pertama Dwi Candra setelah resmi mengikat kontrak pada awal juni 2016.
1010054,mengikat,2203,"Menurut komite penyelenggaranya, tujuan dari konferensi tahun 2015 ini adalah untuk mencapai suatu kesepakatan tentang iklim, yang mengikat dan universal dari semua negara di dunia, yang seandainya tercapai maka menjadi kesepakatan yang pertama kalinya selama lebih dari 20 tahun diadakannya berbagai perundingan PBB."
1010142,mengikat,2201,"Mereka mendarat di istana Kaisar, di mana Wang mengusulkan membunuh ratu Tao Tieh dengan mengikat bahan peledak ke Tao Tieh yang ditangkap dan memberinya daging untuk dikirimkan sebagai makanan ke Ratu Tao Tieh."
1010280,mengikat,2203,Aturan main tersebut adalah norma atau kaidah ini menjadi lebih konkret dan bersifat mengikat maka diperlukan lembaga (institusi).
1010281,mengikat,2203,Hasil survei ini tidak mengikat secara hukum.
1010378,mengikat,2203,"Lembaga juga dapat mengeluarkan rekomendasi, dan opini yang hanya non-mengikat deklarasi."
1010435,mengikat,2203,"Meskipun sekarang ada perbedaan yang mendalam di antara denominasi Yahudi dari Yudaisme Rabinik sehubungan dengan kekuatan mengikat dari ""Halakha"" (hukum agama Yahudi) dan kemauan untuk menantang interpretasi yang sebelumnya, semua pengikutnya mengidentifikasi diri mereka sebagai yang berasal dari tradisi hukum lisan dan metode analisis para rabi."
1010454,mengikat,2203,"Konsulat, Dewan Legislatif, dan Perwakilan Rakyat, semua disatukan dalam Dewan Negara, yang pendapatnya hanya menjadi opsional dan tidak mengikat bagi raja."
1010626,mengikat,2202,Hubungan mereka semakin akrab setelah mengikat tali pertunangan bersama.
1010789,mengikat,2201,Para Dewa dan para Asura mengikat gunung tersebut dengan naga Wasuki dan memutar gunung tersebut.
1010831,mengikat,2203,Sistem ini tidak mengakui wibawa sidang-sidang (misalnya sidang sinode) yang mengikat atau membuat keputusan final.
1010839,mengikat,2204,"Velcro adalah peranti populer untuk mengikat dua sisi kain, pertama kali diciptakan pada tahun 1948 oleh Insinyur Listrik bernama George de Mestral."
1010851,mengikat,2203,"Ada dua unsur dalam negara hukum, yaitu pertama: hubungan antara yang memerintah dan yang diperintah tidak berdasarkan kekuasaan melainkan berdasarkan suatu norma objektif, yang juga mengikat pihak yang memerintah; kedua: norma objektif itu harus memenuhi syarat bahwa tidak hanya secara formal, melainkan dapat dipertahankan berhadapan dengan idea hukum."
1010888,mengikat,2201,Iket mengandung makna mengikat kepala.
1011394,mengisi,3201,"Setibanya di Stasiun Medan, loko penariknya dilepas dari rangkaian kereta dan langsung menuju ke Dipo Lokomotif Medan untuk mengecek kondisi loko dan mengisi bahan bakar yang bernama High Speed Diesel (HSD)."
1011525,mengisi,3204,Perwakilan Partai Gerindra mengisi perolehan kursi terbanyak.
1011782,mengisi,3202,Dia mengisi hari-harinya dengan mengambil pelajaran piano untuk mengenang mendiang istrinya dan jarang menyusun buku baru.
1011792,mengisi,3203,Ia rencananya akan berperan lagi sebagai Doug 'The Thug' Glatt dalam sekuel yang akan datang dan dia juga akan kembali mengisi suara karakter Crash dalam Ice Age 5 yang rencananya akan rilis pada 2016 mendatang.
1011833,mengisi,3201,Laksamana Cheng Ho mula-mula berlabuh di Quanzhou untuk mengisi kargo-kargo armada tersebut dengan porselen dan barang-barang lainnya.
1011852,mengisi,3201,Keduanya terpaksa menikah untuk mengisi kembali dunia dengan manusia.
1012083,mengisi,3201,"Seri ponsel Infinix yang masuk kategori kelas menengah adalah seri NOTE yang memiliki ciri khas desain bongsor, baterai berkapasitas besar dan memiliki fitur kemampuan mengisi ulang daya dengan cepat."
1012237,mengisi,3201,"Pada saat mengisi bensin, Sabine melihat berita tentang seorang buron dan anak yang hilang."
1012706,mengisi,3204,Monster Yamaha Tech 3 sangat senang tentang potensinya dan menandatangani Hafizh untuk mengisi kursi Jonas Folger untuk musim 2018.
1012765,mengisi,3202,"Dalam mengisi kesehariannya, ia menekuni pekerjaan sebagai petani kopi di Desa Baturetno, Kecamatan Dampit, Kabupaten Malang."
1012786,mengisi,3201,"Namun, Qatar Airways mengisi A319LR dengan tempat duduk standars berjumlah 110 kursi."
1012839,mengisi,3201,Mereka berpencar menjadi dua ke arah Guam dan Rota untuk mengisi bahan bakar.
1013047,mengisi,3204,"Seusai petualangannya di Amerika , Cruyff kembali ke Ajax sedianya untuk mengisi posisi penasihat teknik untuk pelatih Leo Beenhaker."
1013560,mengisi,3204,"Kam menerima keadaan itu dan ia langsung mengisi kekosongan pendeta sejak 1800 akibat ditinggalkan pendeta-pendeta dari kalangan ""Veerenidge Oost-Indische Compagnie"" (VOC)."
1013870,mengisi,3204,"Tak ada bukti tentang latar belakang pribadi dari para pejabat tersebut, meskipun mereka dipilih pada anggota yang sama dari aristokratik ""philoi"" dan ""hetairoi"" yang mengisi kekosongan untuk para perwira tentara."
1014013,menjaga,2701,"Film ini, yang memperoleh hampir $100.500.000, berfokus pada manajer bandara berusaha untuk menjaga bandara terbuka selama badai salju, sementara bomber bunuh diri merencanakan untuk meledakkan sebuah pesawat Boeing 707 dalam penerbangan."
1014018,menjaga,2701,Ketika armada baru itu tiba di Laut Marmara mereka menjaga jarak dari armada Bizantium dan berlabuh di pesisir Asia.
1014219,menjaga,2701,Ia kesulitan menjaga kelancaran cash flow.
1014613,menjaga,2701,"Dengan kendali yang kuat atas Laut Merah, Suleiman berhasil mengamankan jalur perdagangan India yang dahulu dikuasai Portugal, dan menjaga perdagangan dengan India selama abad ke-16."
1014733,menjaga,2701,"Di kala harus menjaga agar sakit jantungnya tidak kambuh, Saskia malah harus berurusan dengan Braga (Fero Walandouw), buruh pabrik baru yang membawa banyak masalah untuknya."
1014871,menjaga,2701,Alur waris yang merantau atau pergi ke luar desa biasanya tetap menjaga kekerabatan mereka dengan mengadakan pertemuan rutin.
1015470,menjaga,2701,"Ketika digunakan sebagai aditif makanan, humektan mempunyai efek menjaga agar bahan pangan tetap lembap."
1015525,menjaga,2701,"Ini adalah motor elektromagnetik yang dikendalikan komputer untuk memberikan suspensi lembut, dan pada saat yang sama menjaga ketinggian kendaraan secara aktif."
1016613,menjaga,2701,HSE Alumni Club bertujuan untuk menjaga hubungan antara alumni dan memberikan dukungan dalam karier mereka.
1016754,menjaga,2702,"Untuk itu, ia berharap masyarakat menjaga ruang keluarga dari doktrin terorisme."
101698,baru,3901,"Kardinal dapat meminta ditransfer ke gereja tituler baru dalam sebuah konsistori; selain itu, saat kardinal deakon mengambil opsi menjadi kardinal imam (biasanya setelah sepuluh tahun), kardinal dapat memilih untuk ditransfer dari kedeakonan mereka ke gelar lowong atau kedeakonannya diangkat dari status ""pro hac vice"" (""untuk pengkhususan"") untuk sebuah titel."
1017199,menjaga,2701,"Karena perangkat Android umumnya bertenaga baterai, Android dirancang untuk mengelola memori (RAM) guna menjaga konsumsi daya minimal, berbeda dengan sistem operasi desktop yang bisa terhubung pada sumber daya listrik tak terbatas."
1017285,menjaga,2701,"Kemampuan penanganan arus MESFET membaik saat gerbang memanjang ke samping, menjaga daerah aktif tetap konstan, tetapi dibatasi oleh geseran fase di sepanjang gerbang dikarenakan efek jalur transmisi."
1017406,menjaga,2703,Kewajiban lain dari Menteri Pertanian di beberapa negara adalah menjaga kelangsungan lingkungan hidup.
1017682,menjaga,2702,"Peran Satyaki tampak menonjol pada hari ke-14, ketika ia ditugasi Arjuna untuk menjaga Yudistira dari serangan Drona."
1018227,menjaga,2701,"Orang Betawi juga sangat menjaga nilai-nilai agama yang tercermin dari ajaran orangtua (terutama yang beragama Islam), kepada anak-anaknya."
1018464,menjaga,2703,"Pada tahun 1409, Marguerite de Trian, cucu dari Arnaud, menjadi istri George de Castellane dan dengan demikian membawa wilayah Montmeyan untuk keluarga Castellane yang menjaga daerah ini selama lebih dari tiga abad."
1019067,menurunkan,2102,"Setelah mengetahui pelanggaran mereka, Yan Luo Wang menghukum Niu Tou dan Ma Mian dengan hukuman pukulan, mengubah kepala manusia mereka menjadi kerbau dan kuda, serta menurunkan pangkat mereka di bawah Hakim Cui."
1019113,menurunkan,2102,"Pada tahun 1972, NASCAR bertahap membuat sebuah peraturan untuk menurunkan perpindahan mesin maksimum dari 429 kubik inci (7,0 liter) ke 358 kubik inci (5,8 liter) yang menjadi standar sampai sekarang."
1019233,menurunkan,2102,"Untuk keperluan pengolahan citra, meskipun format PNG bisa dijadikan alternatif selama proses pengolahan citra - karena format ini selain tidak menghilangkan bagian dari citra yang sedang diolah (sehingga penyimpanan berulang ulang dari citra tidak akan menurunkan kualitas citra) namun format JPEG masih menjadi pilihan yang lebih baik."
1019241,menurunkan,2102,Langkah ini diambil untuk menurunkan harga minyak dunia yang cenderung melonjak.
1019350,menurunkan,2102,Faktor yang menurunkan kontraktilitas memiliki aksi inotropik negatif.
1019464,menurunkan,2102,"Sebagai suatu kelompok, antihipertensi digunakan untuk menurunkan tekanan darah ke tingkat normal (<90 mmHg diastolik) atau sampai ke tingkat palig rendah yang dapat ditoleransi."
1019792,menurunkan,2102,"Menurut Sumner, ""Musik ini sangatlah keras dan berat, dan kami merasa bahwa Martin telah menurunkannya lebih rendah, terutama bagian gitar""."
1019990,menurunkan,2102,"Kehancuran habitat ini pada gilirannya menurunkan tingkat keanekaragaman hayati, yang memengaruhi bukan saja kelestarian hutan primer itu sendiri, namun juga keberadaan spesies-spesies asli yang kehidupannya bergantung pada lingkungan yang disediakan hutan primer."
1020045,menurunkan,2102,"Gabungan kontrasepsi suntik ketiga, ""Cyclo-Provera"", direformulasi pada tahun 1980 dengan menurunkan dosis dan berganti nama ""Cyclofem"" (juga disebut Lunelle)."
1020256,menurunkan,2106,"B. S. Haldane, yang menurunkan persamaan kinetik yang saat ini masih banyak dianggap sebagai titik awal pemodelan aktivitas enzimatik."
1020882,menurunkan,2102,Peristiwa ini akhirnya ikut menurunkan kepopuleran gerakan kiri di Jepang.
1021126,menurunkan,2102,"Setelah kematian Raja Arnulf, Paus akhirnya mengirimkan walinya untuk mentahbiskan keuskupan agung Moravia Raya dan 3 uskup pada tahun 899, menurunkan pengaruh utama klerus Bayern."
1021284,menurunkan,2102,"Pada awal pemerintahannya dia menjalankan kebijakan-kebijakan positif seperti menurunkan pajak dan memperkuat kerajaannya, namun ini hanya sebentar karena tak lama kemudian kekuasaan pemerintahaan jatuh ke tangan para kasim."
1021324,menurunkan,2104,Kennedy bersiap-siap menurunkan Garda Nasional Alabama bila keadaan memerlukan.
1021394,menurunkan,2102,Ini disebabkan persaingan di sekitarnya yang menyebabkan hasil berlebihan yang turut menurunkan biaya pembelian bahan mentah.
1021416,menyusun,2402,Dari kajian tersebut dibentuk suatu kelompok kerja yang secara rutin melakukan kajian lanjutan dan menyusun rencana untuk membentuk suatu Pusat Studi Perkotaan.
1021461,menyusun,2402,"Setelah Dong Zhuo memindahkan ibukota ke Chang'an, Menteri Dalam Negeri Wang Yun mulai menyusun rencana untuk membunuh Dong Zhuo dengan menggunakan Diao Chan."
1021597,menyusun,2403,"Kardinal Boromeus juga mengungkapkan bahwa apabila Don Nicola, seorang komponis dengan gaya yang lebih kromatis, berada di Milan maka ia juga dapat menyusun suatu komposisi misa dan keduanya dapat disebandingkan dalam hal kejelasan tekstual."
1021685,menyusun,2402,Dia telah menyusun sejumlah program yang akan dilakukannya.
1021690,menyusun,2402,"50 Tahun 1993, membentuk Komisi Nasional Hak Asasi Manusia (Komnas HAM) dan pada saat yang sama menunjuk pensiunan Ketua Mahkamah Agung RI, Ali Said, untuk menyusun Komisi tersebut dan memilih para anggotanya."
1021862,menyusun,2403,Maharsi Visvamitra beserta rsi-rsi yang lainnya menyusun sastra Dhanurveda daam 4 pada (bab).
1021881,menyusun,2402,Laporan Perubahan Saldo Anggaran Lebih (SAL) menyajikan informasi kenaikan atau penurunan SAL tahun pelaporan dibandingkan dengan tahun sebelumnya dan hanya disajikan oleh Bendahara Umum Negara dan entitas pelaporan yang menyusun laporan keuangan konsolidasi.
1021962,menyusun,2402,Adapun dalam rangka menjalankan pemerintahan di daerah yang diduduki Kaigun menyusun pemerintahannya.
1021997,menyusun,2402,"Pada 8 April 2007, keluarga Kung mengumumkan bahwa mereka telah menyusun sebuah daftar dengan 45 nama yang akan menjadi anggota 'komite pemakaman' untuk Nina Wang."
1022085,menyusun,2402,"Tiga bulan ke depan, kami minta Bupati dan Wakil Bupati menyusun Rencana Pembangunan Jangka Menengah (RPJM) Kabupaten Aceh Utara."
1022467,menyusun,2402,Biro ini berhasil menyusun Rencana Pembangunan Lima Tahun (RPLT) yang rencananya akan dilaksanakan antara tahun 1956-1961 dan disetujui DPR pada tanggal 11 November 1958.
1022476,menyusun,2402,"Ini pemula gratis-agen biasanya tidak dibayar serta menyusun pemain, hampir semua dari mereka menandatangani untuk yang telah ditentukan rookie minimum dan bonus penandatanganan."
1022738,menyusun,2402,"Jiang Wei, sebaliknya, berkomplot dengan Liu Shan, menyusun rencana untuk mengelabui Zhong Hui sehingga melakukan pemberontakan yang akan melemahkan pasukan Wei."
1022955,menyusun,2402,Atom–atom yang menyusun zat padat bervibrasi terhadap posisi keseimbanganya sehingga kisi–kisi kristal pun ikut bervibrasi.
1023203,menyusun,2402,Ada beberapa pendapat tentang kegagalan Sartono menyusun kabinet pada waktu itu.
1023313,menyusun,2403,"Dia pindah ke Busan pada tahun 1991 dan tinggal di sana sampai SMA, di mana ia pertama mulai menyusun lagu."
1023489,menyusun,2402,"Pada tahun 2002, Pemerintah Kota Magelang menyusun Master Plan Alun-Alun Kota Magelang, yang kemudian dijadikan sebagai dasar untuk kegiatan renovasi Alun-Alun."
1023652,menyusun,2402,Memikat In-Wook ke kamp untuk menyusun rencana pembiayaan untuk memompa uang dari ayahnya untuk investasi eksternal.
1026068,nilai,1501,"Portal ini dibuat untuk menyediakan informasi harga pangan terkini secara akurat di seluruh pasar tradisional Jawa Barat sebagai upaya menjaga daya beli masyarakat, meningkatkan nilai tambah petani dan stabilitas harga pangan, serta memperbaiki manajemen pengendalian inflasi di Jawa Barat."
1027256,nilai,1504,Anomali gravitasi adalah perbedaan antara gravitasi observasi dengan nilai yang diprediksi oleh model.
1028330,nilai,1503,"Ketika Chen masih anak-anak, ayahnya membacakan karya-karya sastra kepadanya, dan dikabarkan membantu pemikiran putranya terhadap nilai-nilai demokrasi dan kebebasan."
1028771,nilai,1501,"Tumbuhan lerak berbentuk pohon dan rata-rata memiliki tinggi 10m walaupun bisa mencapai 42 meter dengan diameter 1m, karenanya pohon lerak besar dengan kualitas kayu yang setara kayu jati banyak ditebang karena memiliki nilai ekonomis."
1028797,nilai,1502,Komika yang berhasil mengumpulkan nilai tertinggi dari tiga putaran tersebut akan dinobatkan sebagai Juara Stand Up Comedy Indonesia.
1029290,nilai,1503,"Penilaian moral dari tindakan, karenanya dapat disimpulkan dengan menganalisis apakah tindakan ini didasarkan pada akar kejahatan atau tidak."
103103,baru,3901,"Dan oleh karena inilah, penghancur tank model baru dengan meriam 88 mm mulai diproduksi."
1035379,nilai,1502,"Pengesahan KKL kelas XII menjadi KEKL dan malam perpisahan yang dihadiri oleh para orangtua murid dan guru-guru, juga pengumuman kejuaraan dan nilai UN pada acara tersebut."
1037678,nilai,1503,TNBNW juga memiliki nilai jasa lingkungan seperti wisata dan pemanfaatan air yang dimanfaatkan oleh masyarakat sekitar kawasan.
1038466,nilai,1501,"Namun pada akhir pemerintahannya, terutama setelah pertanggungjawabannya ditolak MPR, nilai tukar rupiah meroket naik pada level Rp 6500 per dolar AS nilai yang tidak akan pernah dicapai lagi di era pemerintahan selanjutnya."
1041243,nilai,1503,"Sedangkan sumbu horisontal dapat dilihat dari pembagian ruang dalam rumah yang tidak bersekat dan saling menyatu antara satu rumah dengan rumah di sebelahnya, hal ini mengandung nilai kemanusiaan yang tinggi ."
1041533,nilai,1504,Selanjutnya batas kontrol atas (UCL = Upper Control Limit) dan batas kontrol bawah (LCL = Lower Contro Limit) untuk nilai individual dihitung dengan menambah atau mengurangi 2.66 kali rata-rata moving range terhadap rata-rata nilai inidividual.
1041634,nilai,1504,Variabel Acak x(t) berisikan nilai sebuah variabel tersembunyi pada saat t. variabel acak y(t) berisikan nilai sebuah variabel yang dapat diamati (tidak tersembunyi) pada saat t. Anak panah menunjukkan ketergantungan kondisional.
1042335,panas,4903,"Pada musim panas 655, Wu kembali mendakwa Permaisuri Wang dan ibunya, seorang wanita dari keluarga Liu, atas dugaan melakukan sihir."
1042598,panas,4903,"Dengan dirilisnya album pertama mereka dan beberapa promo yang intens sebelumnya, Auryn menjadi salah satu artis Spanyol yang memiliki jadwal konser terbanyak di musim panas 2012 dengan total 80 jadwal dalam setahun."
1043386,panas,4903,"Povenmire dan Marsh ingin serial tersebut mencerminkan kenangan masa kecil mereka sendiri untuk berkencan selama musim panas dan bersenang-senang, menggali parit dan membangun terowongan, benteng, dan rumah pohon."
1043464,panas,4903,"Pada musim panas 2003, Kristin Kreuk tampil cemerlang dan menjadi bintang utama di film layar lebar pertamanya ""Eurotrip"" (2004), yang juga dibintangi antara lain oleh Scott Mechlowicz dan Michelle Trachtenberg."
104562,baru,3902,"Gauguin langsung memberitahukan Theo mengenai peristiwa ini, padahal Theo baru saja melamar saudara perempuan Andries Bonger (teman lama Theo) yang bernama Johanna pada tanggal 24 Desember."
1045721,panas,4903,"Melalui analisis terhadap pengamatan tersebut, diketahui bahwa posisi Matahari terbenam pada titik balik musim panas dan posisi matahari terbit pada saat di titik ekuinoks segaris dengan patung Sphinx yang berada di dalam kompleks piramida ini."
1046175,panas,4903,"Setelah lima musim di Moldova, Krkoti? kembali ke Zeta pada musim panas 2016 dan kinerjanya cukup solid dengan mencetak 4 gol dalam 15 penampilan selama paruh pertama musim 2016-17 Liga Pertama Montenegro."
1046307,panas,4903,"Pattaya memiliki iklim tropis kering dan basah yang terbagi menjadi musim-musim berikut: panas dan kering (Desember hingga Februari), panas dan lembat (Maret dan April), serta""panas dan hujan"" (Mei hingga November)."
1047051,panas,4903,Troy berencana untuk mencari pekerjaan di musim panas untuk mengumpulkan uang buat kuliah.
1047160,panas,4901,Konveksi termal terjadi ketika panas mengalir melalui medium dan disertai perpindahan molekul penyusun material tersebut.
1048552,panas,4901,"Chevron IndoAsia Business Unit mencakup bisnis Minyak dan Gas yang terdiri dari CICo, Chevron Pacific Indonesia, Chevron Makassar Ltd, dan bisnis Panas Bumi yang terdiri dari Chevron Geothermal Indonesia, Chevron Geothermal Salak, Mandau Cipta Tenaga Nusantara, dan Chevron Geothermal Phillipines."
1049081,panas,4903,"Setelah melewati musim panas yang panjang pada tahun 1664 dan 1665, London dilanda kekeringan yang luar biasa sejak bulan November 1665."
1049996,pembagian,3701,"Pada abad ke-1 M, Filo dari Aleksandria membahas kitab-kitab suci, tetapi tidak menyebutkan mengenai pembagian Alkitab tersebut menjadi tiga bagian; meskipun ""De vita contemplativa"" karyanya (pada abad ke-19 ada yang meragukan kepengarangannya) menyatakan dalam bagian III(25) bahwa ""mempelajari ... hukum dan firman kudus Allah yang diucapkan oleh para nabi suci, dan himne, dan mazmur, dan segala jenis hal lainnya dengan akal budi yang darinya pengetahuan dan kesalehan ditingkatkan dan dibawa pada kesempurnaan."""
1051375,pembagian,3701,"Kota Waitakere adalah pembagian administratif di Auckland barat, Selandia Baru."
1051625,pembagian,3701,"Dalam pembagian wilayah Moro, Ternate mendapatan bagian terbesar."
1051749,rapat,4601,"Pada rapat pimpinan ABRI tahun 2000, disepakati untuk menghapus doktrin ini yang akan dimulai setelah Pemilu 2004 dan diharapkan selesai pada Pemilu 2009."
1051840,rapat,4601,Ojong pada rapat yayasan tanggal 3 Juli 1959.
1051848,rapat,4601,"Sebagai Presiden Konfederasi, Leuthard memimpin rapat Dewan Federal dan melaksanakan fungsi perwakilan yang biasanya ditangani oleh seorang kepala negara di negara demokrasi lainnya (meskipun di Swiss, Dewan Federal secara keseluruhan dianggap sebagai kepala negara)."
1052246,rapat,4601,"Banyak ilmuwan yang sekarang menggunakan istilah ""antroposen"", termasuk Geological Society of America yang rapat tahunannya tahun 2011 diberi judul ""Archean to Anthropocene: The past is the key to the future""."
1052333,rapat,460d,"Beberapa penjual jamu menambahkan bahan-bahan lain yang biasa digunakan dalam ramuan jamu keputihan atau jamu sari rapat seperti buah delima, buah pinang, kunci pepet, dan majakan."
1052415,rapat,4601,"Setelah itu, Gubernur Jenderal, menyelenggarakan rapat Majelis Konstituante Kedua pada bulan Mei 1955, yang menyusun dan mengesahkan Konstitusi Pakistan pada 29 Februari 1956."
1052700,rapat,4601,"Cisco Telepresence dapat digunakan untuk presentasi kecil, rapat negosiasi, interview, dan lain sebagainya."
1052846,rapat,4602,"Tumbuhan ini menyukai tempat panas, berupa perdu memanjat, tinggi batang sampai 2,5 m. Batang sebesar jari kelingking, berbintil-bintil rapat yang rasanya pahit, seperti sirih."
1052936,rapat,4601,Selanjutnya para peserta rapat memanggil seluruh pembalap dan mempresentasikan rencana diatas.
