kalimat_id,kata,sense,kalimat,freq
1009906,mengikat,2202,"Jarak umur yang cukup jauh, yaitu 13 tahun, rupanya tidak menghalangi niat gadis berdarah Bugis-Minang ini untuk mengikat janji suci.",1
1009906,mengikat,2302,"Jarak umur yang cukup jauh, yaitu 13 tahun, rupanya tidak menghalangi niat gadis berdarah Bugis-Minang ini untuk mengikat janji suci.",1
1010242,mengikat,2203,"Ternate mengikat Portugis dengan prospek dan keuntungan perdagangan cengkeh, lain pihak Ternate membutuhkan kekuatan koalisi guna memperkuat kekuasaannya melebihi Tidore, Jailolo dan Bacan.",1
1010242,mengikat,2203,"Ternate mengikat Portugis dengan prospek dan keuntungan perdagangan cengkih, lain pihak Ternate membutuhkan kekuatan koalisi guna memperkuat kekuasaannya melebihi Tidore, Jailolo dan Bacan.",1
1010430,mengikat,2201,"Antihistamin-H bekerja dengan mengikat pada reseptor histamin H dalam sel mast, otot polos, dan endotelium di dalam tubuh serta di inti tuberomammillar di otak; antihistamin-H yang terikat pada reseptor histamin H di saluran pencernaan bagian atas, utamanya di lambung.",1
1010430,mengikat,2204,"Antihistamin-H bekerja dengan mengikat pada reseptor histamin H dalam sel mast, otot polos, dan endotelium di dalam tubuh serta di inti tuberomammillar di otak; antihistamin-H yang terikat pada reseptor histamin H di saluran pencernaan bagian atas, utamanya di lambung.",1
1010693,mengikat,2202,"Sandhy kembali mendapat 119 poin dari para hakim, dan masih di tempat pertama dengan 238 poin, mengikat dengan Jamala yang mendapat nilai sempurna pada hari kedua kompetisi.",1
1010693,mengikat,2302,"Sandhy kembali mendapat 119 poin dari para hakim, dan masih di tempat pertama dengan 238 poin, mengikat dengan Jamala yang mendapat nilai sempurna pada hari kedua kompetisi.",1
1010738,mengikat,2201,"Alfalfa juga digunakan dalam sistem rotasi tanaman pangan karena dapat mengikat nitrogen, memperbaiki struktur tanah, dan mengontrol gulma untuk tanaman berikutnya yang akan dibudidayakan.",1
1010738,mengikat,2204,"Alfalfa juga digunakan dalam sistem rotasi tanaman pangan karena dapat mengikat nitrogen, memperbaiki struktur tanah, dan mengontrol gulma untuk tanaman berikutnya yang akan dibudidayakan.",1
1010761,mengikat,2201,"Delila didekati oleh raja-raja kota (= kepala-kepala daerah; wali kota) orang Filistin yang berkata kepada perempuan itu: ""Cobalah bujuk dia untuk mengetahui karena apakah kekuatannya demikian besar, dan dengan apakah kami dapat mengalahkan dia dan mengikat dia untuk menundukkannya.",1
1010761,mengikat,2202,"Delila didekati oleh raja-raja kota (kepala-kepala daerah; wali kota) orang Filistin yang berkata kepada perempuan itu: ""Cobalah bujuk dia untuk mengetahui karena apakah kekuatannya demikian besar, dan dengan apakah kami dapat mengalahkan dia dan mengikat dia untuk menundukkannya.",1
1010992,mengisi,3202,"Kosongnya kekuasaan negara-negara adikukasa bukanlah berarti mudah bagi bangsa Israel untuk hidup tenang, karena kerajaan-kerajaan kecil dan kelompok suku bangsa yang kuat muncul mengisi kevakuman tersebut.",1
1010992,mengisi,3204,"Kosongnya kekuasaan negara-negara adikukasa bukanlah berarti mudah bagi bangsa Israel untuk hidup tenang, karena kerajaan-kerajaan kecil dan kelompok suku bangsa yang kuat muncul mengisi kevakuman tersebut.",1
1011016,mengisi,3202,Ketika berusia 14 tahun ia dipercaya untuk mengisi sesi jam session di booth Rolling Stone dalam acara Soundrenaline 2008.,1
1011016,mengisi,3204,Ketika berusia 14 tahun ia dipercaya untuk mengisi sesi jam session di booth Rolling Stone dalam acara Soundrenaline 2008.,1
1011050,mengisi,3202,"Dengan pengaturan baru yang dilakukan Konstantinus itu, seseorang dapat menjadi senator baik dengan terpilih sebagai pretor ataupun (dalam kebanyakan kasus) dengan mengisi salah satu fungsi dalam peringkat senatorial: sejak saat itu, memegang kekuasaan yang sesungguhnya dan status sosial dilebur bersama ke dalam suatu hierarki imperial gabungan.",1
1011050,mengisi,3204,"Dengan pengaturan baru yang dilakukan Konstantinus itu, seseorang dapat menjadi senator baik dengan terpilih sebagai pretor ataupun (dalam kebanyakan kasus) dengan mengisi salah satu fungsi dalam peringkat senatorial: sejak saat itu, memegang kekuasaan yang sesungguhnya dan status sosial dilebur bersama ke dalam suatu hierarki imperial gabungan.",1
1011643,mengisi,3201,"... Ini adalah jalur berkelok yang cukup sulit untuk dilalui jika seri ini ingin mendapatkan penonton seluas mungkin, meskipun pasti ada penggemar di luar sana yang sudah senang mendapatkan seri bish?nen lainnya untuk mengisi kekosongan karena ditinggalkan ""Free!"".""",1
1011643,mengisi,3201,"... Ini adalah jalur berkelok yang cukup sulit untuk dilalui jika seri ini ingin mendapatkan penonton seluas mungkin, meskipun pasti ada penggemar di luar sana yang sudah senang mendapatkan seri bishonen lainnya untuk mengisi kekosongan karena ditinggalkan ""Free!"".""",1
1011756,mengisi,3203,"Ia telah mengisi banyak kegiatan dakwah di Arab Saudi, antara lain ceramah di berbagai stasiun televisi, antara lain Stasiun TV Saudi, Stasiun TV Kuwait, dan Stasiun TV Alarabiya.",1
1011756,mengisi,3204,"Ia telah mengisi banyak kegiatan dakwah di Arab Saudi, antara lain ceramah di berbagai stasiun televisi, antara lain Stasiun TV Saudi, Stasiun TV Kuwait, dan Stasiun TV Alarabiya.",1
1011840,mengisi,3203,"Terkadang pula kursinya diisi oleh juri yang mengisi dua musim sebelumnya Beniqno dan juga juri tamu Indonesia seperti Dorce Gamalama, Jaja Mihardja, Erie Suzan, Cici Paramida, Iyeth Bustami, hingga ratu dangdut Elvy Sukaesih sampai konser kemenangan.",1
1011840,mengisi,3204,"Terkadang pula kursinya diisi oleh juri yang mengisi dua musim sebelumnya Beniqno dan juga juri tamu Indonesia seperti Dorce Gamalama, Jaja Mihardja, Erie Suzan, Cici Paramida, Iyeth Bustami, hingga ratu dangdut Elvy Sukaesih sampai konser kemenangan.",1
1012699,mengisi,3201,"Meskipun kentang telah dikenal luas pada 1800 di Rusia, tanaman pangan ini masih ditanam secara terbatas di kebun sampai gagal panen biji-bijian di tahun 1838–39 membujuk para petani dan tuan-tuan tanah di tengah dan utara Rusia untuk mengisi lahan kosong mereka dengan menanami kentang.",1
1012699,mengisi,3201,Pemerintah membujuk para petani dan tuan-tuan tanah di tengah dan utara Rusia untuk mengisi lahan kosong mereka dengan menanami kentang.,1
1013085,mengisi,3201,"Selama beberapa tahun selanjutnya, Fukui mengisi pemain untuk berbagai peran-peran kecil dalam serial tokusatsu, drama dan film: sebagai ""Asami Shinohara"" dalam ""GARO"", dan sebagai ""Ran Uzaki / GekiYellow"" dalam serial Super Sentai ""Juuken Sentai Gekiranger"".",1
1013085,mengisi,3204,"Selama beberapa tahun selanjutnya, Fukui mengisi pemain untuk berbagai peran-peran kecil dalam serial tokusatsu, drama dan film: sebagai ""Asami Shinohara"" dalam ""GARO"", dan sebagai ""Ran Uzaki / GekiYellow"" dalam serial Super Sentai ""Juuken Sentai Gekiranger"".",1
1013479,mengisi,3201,Mengisi setiap kulit sesuai dengan baris dalam tabel.,1
1013479,mengisi,3203,Mengisi setiap kulit sesuai dengan baris dalam tabel.,1
1013613,mengisi,3201,"Menurut rencana, bintang tamu yang akan mengisi acara, diantaranya Afgan, Wali, Petra Sihombing, Nidji, D'Masiv dan masih banyak lagi.",1
1013613,mengisi,3203,"Menurut rencana, bintang tamu yang akan mengisi acara, diantaranya Afgan, Wali, Petra Sihombing, Nidji, D'Masiv dan masih banyak lagi.",1
1013938,mengisi,3204,"Shogun kadang kala menunjuk seorang menteri senior untuk mengisi posisi ""Tair?"" (tetua atau penasehat).",1
1013938,mengisi,3204,Shogun kadang kala menunjuk seorang menteri senior untuk mengisi posisi Taira (tetua atau penasehat).,1
1014207,menjaga,2703,"Seorang konsul atau konsul jenderal adalah pemimpin sebuah konsulat (bahasa Inggris:""Consulate"") wakil resmi sebuah negara bertindak untuk membantu dan melindungi warga negaranya serta menfasilitasi hubungan perdagangan dan persahabatan (hal ini yang membedakan tugas antara seorang konsul dengan seorang duta besar yang mewakili sebuah negara) yang ditugaskan di luar wilayah metropolitan atau ibu kota sebuah negara di luar negeri dan berkewajiban menjaga kepentingan negara serta rakyatnya yang berada di negara luar negeri tersebut.",1
1014207,menjaga,2704,"Seorang konsul atau konsul jenderal adalah pemimpin sebuah konsulat (bahasa Inggris:""Consulate"") wakil resmi sebuah negara bertindak untuk membantu dan melindungi warga negaranya serta menfasilitasi hubungan perdagangan dan persahabatan (hal ini yang membedakan tugas antara seorang konsul dengan seorang duta besar yang mewakili sebuah negara) yang ditugaskan di luar wilayah metropolitan atau ibu kota sebuah negara di luar negeri dan berkewajiban menjaga kepentingan negara serta rakyatnya yang berada di negara luar negeri tersebut.",1
1015833,menjaga,2703,"Istilah latin ""milites"", yang digunakan untuk menentukan tentara kemudian disebut kategori ksatria-ksatria dan pejuang-pejuang yang mampu menjaga kuda.",1
1015833,menjaga,2703,Istilah latin milites yang digunakan untuk menentukan tentara kemudian disebut kategori ksatria-ksatria dan pejuang-pejuang yang mampu menjaga kuda.,1
1016114,menjaga,2701,"Hal ini membuka kasus baru, yang disebut sebagai Amerika Serikat versus Microsoft, yang menanyakan mengapa Microsoft repot-repot menjaga dominasinya di dalam sistem operasi komputer pribadi untuk berkompetisi dengan para pesaingnya seperti Netscape dan IBM dengan cara yang tidak jujur.",1
1016114,menjaga,2701,"Hal ini membuka kasus baru, yang disebut sebagai [[Amerika Serikat versus Microsoft]], yang menanyakan mengapa Microsoft repot-repot menjaga dominasinya di dalam sistem operasi komputer pribadi untuk berkompetisi dengan para pesaingnya seperti [[Netscape]] dan [[IBM]] dengan cara yang tidak jujur.",1
1017210,menjaga,2702,"Meskipun ada spekulasi media yang konstan, dia menjaga kehidupan pribadinya dengan baik.",1
1017210,menjaga,2703,"Meskipun ada spekulasi media yang konstan, dia menjaga kehidupan pribadinya dijaga dengan baik.",1
1017368,menjaga,2701,Siapa pun yang tidak menghemat dan menjaga awqat (waktu-waktu) tidak akan selamat dari berbagia afat (malapetaka).,1
1017368,menjaga,2701,Siapapun yang tidak menghemat dan menjaga awqat (waktu-waktu) tidak akan selamat dari berbagia afat (malapetaka).,1
1019166,menurunkan,2102,"Dari hasil penelitian tersebut, ternyata infus daun Angsana 5 ml, 10% dan 20Io secara oral menurunkan kadar gula darah kelinci.",1
1019166,menurunkan,2102,"Dari hasil penelitian tersebut, ternyata infus daun Angsana 5 ml, 10% dan 20°Io secara oral menurunkan kadar gula darah kelinci.",1
1019232,menurunkan,2104,"Setiap regu polo air menurunkan 6 pemain dengan 1 penjaga gawang, total 7 orang pemain di setiap pertandingan dan 6 orang cadangan yang harus duduk di bangku cadangan di dalam lapangan pertandingan, dengan 1 orang manager, 1 orang kepala pelatih dan 1 orang asisten pelatih.",1
1019232,menurunkan,2104,"Setiap regu polo air menurunkan 6 pemain dengan 1 penjaga gawang, total 7 orang pemain di setiap pertandingan dan 6 orang cadangan yang harus duduk dibangku cadangan di dalam lapangan pertandingan, dengan 1 orang manager, 1 orang kepala pelatih dan 1 orang asisten pelatih.",1
1019327,menurunkan,2102,Jurai Ratu Di Puncak inilah yang menurunkan orang Abung.,1
1019327,menurunkan,2105,Jurai Ratu Di Puncak inilah yang menurunkan orang Abung.,1
1019525,menurunkan,2102,"desa yang mempunyai jumlah penduduk yang sangat sedikit mempunyai luas wilayah yang lumayan luas.mata pencaharian dari penduduk adalah petani.99% mayoritas agama islam, sehingga seringa adanya kegiatan keagamaan yang sufatnya rutin setiap tahunya, misalkan peringatan maulid nabi yang di barengkan dengan khaul wali mbah ahmad mizan.dia merupakan leluhur yang di percaya sebagai pembabat desa ini dan merupan bagian sesepuh yang menurunkan silsilah kekerabatan di desa margotuhu kidul",1
1019525,menurunkan,2105,"desa yang mempunyai jumlah penduduk yang sangat sedikit mempunyai luas wilayah yang lumayan luas.mata pencaharian dari penduduk adalah petani.99% mayoritas agama islam, sehingga seringa adanya kegiatan keagamaan yang sufatnya rutin setiap tahunya, misalkan peringatan maulid nabi yang di barengkan dengan khaul wali mbah ahmad mizan.dia merupakan leluhur yang di percaya sebagai pembabat desa ini dan merupan bagian sesepuh yang menurunkan silsilah kekerabatan di desa margotuhu kidul.",1
1019572,menurunkan,2103,Korban berasal dari bahasa Arab yang juga menurunkan kata kurban.,1
1019572,menurunkan,2106,Korban berasal dari bahasa Arab yang juga menurunkan kata kurban.,1
1019636,menurunkan,2102,"Perusahaan tersebut dikendalikan oleh Tibsa Inversora S.A., yang menurunkan kendali oleh Suez-Tractebel dan oleh Techint.",1
1019636,menurunkan,2105,"Perusahaan tersebut dikendalikan oleh Tibsa Inversora S.A., yang menurunkan kendali oleh Suez-Tractebel dan oleh Techint.",1
1019800,menurunkan,2104,"Povenmire mengisi suara tambahan untuk Candace pada adegan di mana karakter tersebut mengalami sebuah reaksi alergi sekadarnya, karena kru tidak mampu menurunkan suara aktris rutinnya, Ashley Tisdale.",1
1019800,menurunkan,2104,"Povenmire mengisi suara tambahan untuk Candace pada adegan di mana karakter tersebut mengalami sebuah reaksi alergi, sebagai kru tidak mampu menurunkan suara aktris rutinnya, Ashley Tisdale, sekadarnya.",1
1020484,menurunkan,2101,Suku Banjar yang memiliki genetik Melayu dominan ini telah melakukan migrasi keluar pulau Kalimantan sekitar tahun 830 Masehi atau 1.200 tahun yang lalu menuju Madagasikara alias Madagaskar yang menurunkan bangsa Malagasi.,1
1020484,menurunkan,2105,Suku Banjar yang memiliki genetik Melayu dominan ini telah melakukan migrasi keluar pulau Kalimantan sekitar tahun 830 Masehi atau 1.200 tahun yang lalu menuju Madagasikara alias Madagaskar yang menurunkan bangsa Malagasi.,1
1020559,menurunkan,2101,"Acara A. M. Chicago mengudara pada waktu yang sama dengan acara Phill Donahue Show yang populer, tetapi tidak butuh waktu lama bagi Oprah untuk menurunkan Phill dan takhtanya.",1
1020559,menurunkan,2102,"Acara A. M. Chicago mengudara pada waktu yang sama dengan acara Phill Donahue Show yang populer, tetapi tidak butuh waktu lama bagi Oprah untuk menurunkan Phill dan takhtanya.",1
1021072,menurunkan,2102,Gagasan bahwa sel epitelial bisa menurunkan sifat-sifat epitelial dan mendapatkan sifat-sifat mesenkimal muncul pada awal tahun 1980 dari pengamatan yang dilakukan oleh Elizabeth Hay pada embrio anak ayam.,1
1021072,menurunkan,2105,Gagasan bahwa sel epitelial bisa menurunkan sifat-sifat epitelial dan mendapatkan sifat-sifat mesenkimal muncul pada awal tahun 1980 dari pengamatan yang dilakukan oleh Elizabeth Hay pada embrio anak ayam.,1
1021430,menyusun,2402,Acara pentahbisan tersebut kemudian dilanjutkan dengan pelaksanaan sidang Am sinode pertama Gereja Protestan Indonesia di Donggala (GPID) yang berlangsung mulai dari tanggal 4-7 April 1965 sekaligus untuk menyusun pedoman kerja Majelis Sinode dan pemilihan Majelis sinode untuk periode pertama yang bertugas selama 4 tahun (1965-1968).,1
1021430,menyusun,2403,Acara pentahbisan tersebut kemudian dilanjutkan dengan pelaksanaan sidang Am sinode pertama Gereja Protestan Indonesia di Donggala (GPID) yang berlangsung mulai dari tanggal 4-7 April 1965 sekaligus untuk menyusun pedoman kerja Majelis Sinode dan pemilihan Majelis sinode untuk periode pertama yang bertugas selama 4 tahun (1965-1968).,1
1021536,menyusun,2401,Pembela itu telah menghabiskan waktu beberapa bulan sebelum serangan yang menyusun posisi bertahan dan menanam ranjau.,1
1021536,menyusun,2402,Pembela itu telah menghabiskan waktu beberapa bulan sebelum serangan yang menyusun posisi bertahan dan menanam ranjau.,1
1022398,menyusun,2402,"Puncak kemajuan astronomi dan kalender di bawah Raja Sejong adalah Chiljeongsan, yang menyusun perhitungan dari program tujuh benda langit (lima planet yang terlihat, matahari, dan bulan), yang dikembangkan pada tahun 1442.",1
1022398,menyusun,2403,"Puncak kemajuan astronomi dan kalender di bawah Raja Sejong adalah Chiljeongsan, yang menyusun perhitungan dari program tujuh benda langit (lima planet yang terlihat, matahari, dan bulan), yang dikembangkan pada tahun 1442.",1
1022522,menyusun,2402,Forer juga menyusun hasil tes kepribadian tersebut dari buku astrologi dan kalimat-kalimat yang digunakan adalah kalimat yang sangat umum.,1
1022522,menyusun,2403,"Forer juga menyusun ""hasil tes kepribadian"" tersebut dari buku astrologi dan kalimat-kalimat yang digunakan adalah kalimat yang sangat umum.",1
1022923,menyusun,2401,"Skripsi bertujuan agar mahasiswa mampu menyusun dan menulis suatu karya ilmiah, sesuai dengan bidang ilmunya.",1
1022923,menyusun,2403,"Skripsi bertujuan agar mahasiswa mampu menyusun dan menulis suatu karya ilmiah, sesuai dengan bidang ilmunya.",1
1023248,menyusun,2403,"Ia juga kemudian menyatakan sebagai utusan Allah swt.bersama dengan Nabi Muhammad, dan menyusun ayat-ayat, yang dinyatakan sebagai tandingan ayat-ayat Alquran.",1
1023248,menyusun,2403,"Ia juga menyatakan sebagai utusan Allah bersama dengan Nabi Muhammad, dan menyusun ayat-ayat, yang dinyatakan sebagai tandingan ayat-ayat Alquran.",1
1023320,menyusun,2402,"Gadamer menyusun ""habilitasi""nya pada 1929 dan menghabiskan masa-masa awal 1930-an menjadi privatdozent untuk memberikan kuliah di Marburg dan menjadi profesor ditempat yang sama pada tahun 1937.",1
1023320,menyusun,2402,"Gadamer menyusun ""habilitasi""nya pada 1929 dan menghabiskan masa-masa awal 1930-an menjadi “privatdozent” untuk memberikan kuliah di Marburg dan menjadi profesor ditempat yang sama pada tahun 1937.",1
1023409,menyusun,2402,"Teknik-teknik menyusun definisi bisa dikualifikasikan berdasarkan dua macam arti, yakni intensional dan ekstensional.",1
1023409,menyusun,2403,"Teknik-teknik menyusun definisi bisa dikualifikasikan berdasarkan dua macam arti, yakni arti intensional dan arti ekstensional.",1
1023699,menyusun,2402,Pemimpin Nazi menyusun solusi akhir untuk tujuan utama mereka yang disebut masalah Yahudi.,1
1023699,menyusun,2402,Pemimpin Nazi menyusun ‘solusi akhir’ untuk tujuan utama mereka yang disebut ‘masalah Yahudi’.,1
1024759,nilai,1502,"Mungkin juga dikarenakan dinilai memiliki pengalaman yang memadai, pada tahun 1983 sewaktu berpangkat Kapten, Suryo Prabowo ditugasi sebagai Komandan sektor Dilor dan Natarbora, Timor Timur.",1
1024759,nilai,1503,Prof. A. Hasymi menyatakan bahwa buku tersebut (karangan Syekh Jalaluddin) merupakan buku yang mempunyai suatu nilai tinggi dalam bidang hukum yang baik.,1
1024855,nilai,1504,"Nilai bunyi aslinya adalah ""voiceless bilabial plosive"" ; nilai ini sama di kebanyakan bahasa Semitik kecuali bahasa Arab, yang kehilangan sekarang menggunakannya untuk melambangkan bunyi ""voiceless labiodental fricative"" .",1
1024855,nilai,1504,"Nilai bunyi aslinya adalah ""voiceless bilabial plosive"": ; nilai ini sama di kebanyakan bahasa Semitik kecuali bahasa Arab, yang kehilangan sekarang menggunakannya untuk melambangkan bunyi ""voiceless labiodental fricative"" .",1
1025466,nilai,1501,"Kendati berfokus pada pekerjaan bernilai tambah tinggi, sektor manufakturnya yang bernilai tambah rendah juga substansial, hanya mewakili 26 persen dari PDB Istanbul tetapi empat perlima dari total ekspor kota ini.",1
1025466,nilai,1501,"Penetapan jangka panjang, memperlihatkan depresiasi properti: properti tertentu kehilangan 64% nilai mereka sejak 2001 hingga November 2008.",1
1025526,nilai,1501,Produk domestik bruto (Gross Domestic Product) merupakan jumlah nilai produk berupa barang dan jasa yang dihasilkan oleh unit-unit produksi di dalam batas wilayah suatu negara (domestik) selama satu tahun.,1
1025526,nilai,1503,Setiap agama dapat memiliki etika teologisnya yang unik berdasarkan apa yang diyakini dan menjadi sistem nilai-nilai yang dianutnya.,1
1026106,nilai,1502,"Misalnya, nilai ""K"" untuk asam klorida (HCl) adalah 10.",1
1026106,nilai,1504,"Misalnya, nilai ""K"" untuk asam klorida (HCl) adalah 10.",1
1026559,nilai,1502,"Desertasinya berjudul (??? ??????? ?? ????? ??????- ????? ????????? ??????) ""Bahasa Isyarat Pada Syair-Syair Arab [Kajian Semiotika pada Karya Imam al-Jahidz]"" mendapatkan nilai akhir Camlaude.",1
1026559,nilai,1502,"Desertasinya berjudul (??? ??????? ?? ????? ??????- ????? ????????? ??????) ""Bahasa Isyarat Pada Syair-Syair Arab [Kajian Semiotika pada Karya ] Imam al-Jahidz]"" mendapatkan nilai akhir Camlaude.",1
1027032,nilai,1502,Semakin bernilai hasil dari upaya pengembangan budaya ini bagi masyarakat maka semakin besar harapan untuk meningkatkan budaya tersebut.,1
1027032,nilai,1503,Semakin bernilai hasil dari upaya pengembangan budaya ini bagi masyarakat maka semakin besar harapan untuk meningkatkan budaya tersebut.,1
1030843,nilai,1501,"Setiap atlit akan melakukan lima loncatan dari papan setinggi 3 meter, tiga atlit dengan total nilai tertinggi akan berhak mendapatkan medali emas, perak, dan perunggu.",1
1030843,nilai,1502,"Setiap atlit akan melakukan lima loncatan dari papan setinggi 3 meter, tiga atlit dengan total nilai tertinggi akan berhak mendapatkan medali emas, perak, dan perunggu.",1
1032741,nilai,1502,Lebih sulit untuk menentukan penilaian terhadap variabel-variabel ini.,1
1032741,nilai,1503,Lebih sulit untuk menentukan penilaian terhadap variabel-variabel ini.,1
1033439,nilai,1502,"Sebagai hasil dari upaya sejauh ini, negara-negara tersebut kini dapat melihat bagaimana kesesuaian mereka terhadap gambaran di Eropa secara umum, serta menilai permasalah dan sasaran bersama.",1
1033439,nilai,1503,Nilai sosial adalah sebuah konsep abstrak dalam diri manusia mengenai apa yang dianggap baik,1
1034583,nilai,1501,"Situasinya menjadi semakin bertambah semarak saja karena dalam satu tahun diselenggarakan beberapa kali lomba Madihin di tingkat kota, kabupaten, dan provinsi dengan hadiah uang bernilai jutaan rupiah.",1
1034583,nilai,1501,"Situasinya menjadi semakin bertambah semarak saja karena dalam satu tahun diselenggarakan beberapa kali lomba Madihin di tingkat kota, kabupaten, dan provinsi dengan hadiah uang dengan nilai jutaan rupiah.",1
1041020,nilai,1502,Masing-masing peserta harus mengumpulkan nilai pada malam pertama dan result.,1
1041020,nilai,1502,"Ya, musim baru yang bagus"", menyimpulkan ulasannya dengan memberikan penilaian A+.",1
1043374,panas,----,"Berbeda dengan Panas Dingin Awards sebelumnya, anugerah tahun ini merupakan bagian dari lakon ""Opera Van Java"" pada umumnya.",1
