kalimat_id,kata,sense,kalimat
1003697,mengeluarkan,2902,"Sub-genre RPG, atau hasil campuran antara RPG dengan genre game lainnya, mulai dapat terlihat saat Nintendo mengeluarkan franchise terkenalnya, ""The Legend of Zelda"", pada tahun 1986, yang disebut sebagai permainan peran-aksi (""Action Role-playing game""), karena menggunakan sistem RPG (""Health"" dan ""Stamina"") tetapi menggunakan elemen dari genre permainan aksi."
1004619,mengeluarkan,2906,"Batang dan daunnya agak kemerah-merahan, bila dipatahkan mengeluarkan getah."
1005735,mengeluarkan,2906,"Operasi lainnya di Tajikistan, mengekstrak dan memproses emas, antimoni, tungsten, merkuri, dan molibdenum, yang semuanya dikenal karena mengeluarkan limbah beracun."
1006436,mengeluarkan,2906,Gunung Semeru terus mengeluarkan letusan sejak 1967.
1006803,mengeluarkan,2906,"Pada lambung, sel utama mengeluarkan pepsinogen."
1007624,mengeluarkan,2902,"Pada akhir tahun 2003, Netral mengeluarkan klip keduanya berjudul Namanya Juga Netral."
1007978,mengeluarkan,2902,"Guangxu mengeluarkan dekret yang memperbolehkan didirikannya Universitas modern di Beijing, pembangunan rel kereta api Lu-Han dan sistem anggaran yang mirip dengan negara barat."
1008670,mengeluarkan,2906,Beberapa detik setelah diaktifkan ponsel akan mengeluarkan nada dering serta memberikan tampilan layar seolah ada telepon masuk dengan nomor tidak dikenal.
1009565,mengeluarkan,2902,"Di bulan Januari 2011, Badan Perlindungan Lingkungan Amerika Serikat mengeluarkan surat pernyataan untuk mencampurkan etanol dalam bensin sampai 15% (E15)."
1009778,mengikat,2201,"Seperti gambar lembu jantan, pohon cemara, orang sedang menunggang kuda, orang sedang mengikat kerbau."
1010064,mengikat,2201,"Berbeda dari wanita Tionghoa kelompok lain, wanita Hakka menolak mengikat kaki karena tidak sesuai dengan peran dan pekerjaan."
1010160,mengikat,2201,"Antonio Pigafetta, penulis kronik Magellan, mencatat bahwa suku Tagbanwa mempraktikkan ritual penyatuan darah, budi daya pertanian, perburuan dengan sumpit dan panah kayu, menyimpan dan memakai cincin dan rantai kuningan, menggunakan lonceng, pisau, dan kawat tembaga untuk mengikat kait ikan, mengadu ayam, dan menyuling minuman beralkohol dari beras."
1010470,mengikat,2201,"Dengan mengikat bulu Appa di lengannya, Momo meninggalkan rumah Aang untuk mencari Appa."
1010608,mengikat,2201,Suatu hari Ryan dengan semena-mena mengikat seorang Nenek-nenek renta (Aming) di atas tiang listrik untuk lucu-lucuan saja.
1010686,mengikat,2201,"Lima orang, berpakaian seperti petugas polisi, mengikat dan menutup mulutnya, lalu mencuri perhiasan seharga $10 juta."
1010848,mengikat,2201,"Sebenarnya, nama Gyptian merupakan julukan yang ia dapatkan dari kebiasaanya yang suka mengikat kaos di kepala dan memutar-mutar jenggot layaknya firaun, mesir."
1010909,mengikat,2204,"Anchoring junctions terdapat dalam 4 bentuk yang berbeda secara fungsional yaitu adherens junctions dan desmosom (memegang sel bersama-sama dan dibentuk oleh transmembrane adhesion proteins yang termasuk dalam famili cadherin), focal adhesions dan hemidesmosom (mengikat sel-sel pada matriks ekstraseluler dan dibentuk oleh transmembrane adhesion proteins pada famili integrin)."
1011033,mengisi,3201,"Pada tahun 2006 MLS memecahkan semua-catatan waktu untuk jumlah kehadiran di pertandingan musim reguler, pada saat 92.650 penonton mengisi Los Angeles Coliseum pada hari Minggu di bulan Agustus."
1011373,mengisi,3201,"Dua bentuk energi gelap yang diusulkan adalah konstanta kosmologi, suatu energi yang kerapatannya tetap dan secara homogen mengisi ruang, dan quintessence, suatu medan dinamis yang kepadatan energinya dapat berubah dalam ruang dan waktu."
1012225,mengisi,3203,Sejumlah pihak berpandangan bahwa seks dengan seorang pasangan tidak menyebabkan hal ini karena keduanya saling mengisi qi masing-masing.
1012687,mengisi,3201,"Selain Shin-chan, Ony juga pernah mengisi suara untuk tokoh anime antara lain Lee Shaoran dalam ""Cardcaptor Sakura 1"", Kuro dalam ""Cyborg Kuro-chan"", Bakabon dalam ""Si Jenius Bakabon/Tensai Bakabon"", Ikyu dalam ""Ikyu San"", dan Krishna dalam Little Krishna."
1014103,menjaga,2702,"Jenis anjing ini kini telah punah namun namanya diteruskan oleh jenis anjing di Spanyol yang disebut ""Alano"", yang secara tradisional digunakan untuk berburu babi hutan dan menjaga ternak."
1015092,menjaga,2704,"Wayang kulit Cirebon yang masih memegang kesinambungan antara masa pra-Islam dengan masa Islam dari bentuknya, ukirannya dan pemasukan unsur-unsur kaligrafinya dengan menjaga harmonisasi antara keduanya menjadikan Wayang kulit Cirebon tetap menjadi Duta diplomasi hingga kini, yaitu diplomasi yang mempertemukan dan menyatukan warisan leluhur, aneka budaya, kisah epik Hindu dan Budha dari India dengan ajaran Islam, bahkan dengan isu kontemporer, hiburan modern, media serta teknologi dengan seni kerajinan tradisional."
1015644,menjaga,2703,"Namun, setelah menikah ia terpaksa menunda dahulu mimpinya menjadi penyanyi karena menjaga dan mengurus anak pertamanya di rumah."
1015820,menjaga,2703,Untuk waktu yang lama tidak ada tanda-tanda kemunculan penculik dan semua orang dibiarkan menebak-nebak apa yang sebenarnya terjadi dan pada saat yang sama penyelidikan dibuat sangat rahasia agar tidak diketahui publik untuk menjaga agar penculik tidak panik.
1017600,menjaga,2703,"Ketika Kronos berkuasa, dia menempatkan Drakaina Kampe untuk menjaga makhluk-makhluk yang dikurung di Tartaros."
1017783,menjaga,2701,"Dalam menjaga kelanggengan hubungan baik antara ""Kampung Imam dan Kampung Raja"" ini ditetapkanlah sebuah etika oleh Sultan Badarruddin dan Sya'ban bin Sanga yang hingga kini pun masih bisa dilihat pada pelaksanaan ritual-ritual keagamaan di dua Kampung Islam tertua di pulau Timor yaitu Kampung Solor dan Airmata."
1018182,menjaga,2702,Dalam Harry Potter and the Order of the Phoenix terungkap bahwa ternyata Mrs. Figg adalah Squib yang ditugasi Dumbledore untuk menjaga Harry.
1018283,menjaga,2701,Menenun merupakan kemampuan yang diajarkan secara turun menurun demi menjaga agar tetap dilestarikan.
1018397,menjaga,2701,Kebanyakan organisme asidofilik telah mengembangkan mekanisme yang sangat efisien untuk memompa proton keluar dari ruang intraseluler untuk menjaga sitoplasma pada atau hingga mendekati pH netral.
1018896,menjaga,2701,"Di sisi lain, para pengajar harus tetap menjaga mutu yang tinggi, sesuai tujuan utama para pendiri, di mana ijazah yang diberikan TH Bandung harus setara dengan TH Delft."
1019008,menurunkan,2101,Jadilah mereka melanggar ketentuan Allah sehingga Dia menurunkan mereka ke bumi.
1019249,menurunkan,2102,"Akan tetapi, uap air yang lebih banyak juga akan membentuk awan yang lebih banyak, sehingga akan memantulkan cahaya Matahari kembali ke angkasa luar, di mana hal ini akan menurunkan proses pemanasan (lihat siklus air)."
1019301,menurunkan,2102,Pendidikan seks yang komprehensif dan akses terhadap alat kontrasepsi efektif menurunkan angka kehamilan pada kelompok usia ini.
1019306,menurunkan,2102,"Penurunan suhu udara akan menurunkan suhu air sehingga ikan menjadi stres, nafsu makan dan daya tahan tubuh menurun."
1019393,menurunkan,2102,"Ringkasnya, tidak ada yang bisa memberi rizki, menyembuhkan segala macam penyakit, menolak segala macam marabahaya, memberikan segala macam manfaat, membahagiakan, menyengsarakan, menjadikan seseorang miskin dan kaya, yang menghidupkan, yang mematikan, yang meluluskan seseorang dari segala macam ujian, yang menaikkan dan menurunkan pangkat dan jabatan seseorang, kecuali Allah."
1019969,menurunkan,2105,"Melalui keturunan Eber dilahirkanlah Abraham, Daud, hingga akhirnya menurunkan Yesus."
1020277,menurunkan,2102,Pengukuran berulang kali pada kecepatan radial Proxima Centauri yang tidak menunjukkan pergeseran tersebut menurunkan massa maksimum yang dapat dimiliki oleh pengiring Proxima Centauri.
1020367,menurunkan,2102,"Dua orang kardinal pemilih, Julius Riyadi Darmaatmadja dan Keith Michael Patrick O'Brien, memilih untuk tak berpartisipasi, masing-masing untuk alasan kesehatan dan pribadi, menurunkan jumlah kardinal pemilih yang hadir menjadi 115."
1020376,menurunkan,2101,"Rintang pada tengkoraknya mengindikasikan bahwa jambul tersebut sangat tertata, dan bahwa burung tersebut, tak seperti kakatua, tak dapat mengembang atau menurunkannya."
1020463,menurunkan,2102,"Keberadaan magnesium hingga 15,35% dapat menurunkan titik lebur logam paduan yang cukup drastis, dari 660 oC hingga 450 oC."
1020646,menurunkan,2102,Effektifitas red yeast rice untuk menurunkan kolesterol telah diuji secara klinis oleh lebih dari 17 riset di Tiongkok.
1020736,menurunkan,2101,"Karena roda ke-5 langsung digerakkan oleh mesin, menjalankan mobil dimulai dengan mengangkat roda penggerak dari mesin sedikit di udara, dan kemudian ketika mesin itu sudah menyala, maka sopir menurunkan mesin (dengan menggunakan tuas) dengan lembut untuk memulai gerakan maju."
1020742,menurunkan,2105,"Di kemudian hari, anak perempuan Bisri Syansuri menikah dengan KH Wahid Hasyim dan menurunkan KH Abdurrahman Wahid dan Ir.H."
1020782,menurunkan,2105,"Sebenarnya nama Naiambaton adalah ibu dari Raja Nabolon dan Raja Sitempang, yang mana keduanya akan menurunkan marga-marga yang masuk dalam kelompok Parna."
1020856,menurunkan,2102,Penggunaan burung hantu bisa menurunkan serangan tikus pada tanaman kelapa sawit muda hingga di bawah 5 persen.
1020898,menurunkan,2102,"Bakteri-bakteri yang resisten terhadap antibiotik beta-laktam memiliki 3 mekanisme resistensi, yaitu destruksi antibiotik dengan beta-laktamase, menurunkan penetrasi antibiotik untuk berikatan dengan protein transpepidase, dan menurunkan afinitas ikatan antara protein pengikat tersebut dengan senyawa antibiotik."
1021002,menurunkan,2105,"Sejak abad ke 17, awalnya tari Topeng yang ada di desa Beber dibawa oleh seorang seniman dari Gegesik, Cirebon yang bernama Setian, namun menurut para ahli ""Dalang"" Topeng Cirebon gaya Beber seperti ""mimi"" Yayah dan ""Ki"" Dalang Kardama yang pertama kali membawa tarian Topeng ke desa Beber dan menjadi tari Topeng Cirebon gaya Beber adalah ""mimi"" Sonten dan Surawarcita yang masih berasal dari Gegesik sejak itu menurunkan beberapa generasi para seniman."
1021044,menurunkan,2102,Peningkatan magnesium menurunkan kalsium dan dapat mencegah hiperkalsemia atau menyebabkan hipokalsemia tergantung pada tingkat awal.
1021199,menurunkan,2102,"Direktur CityJet menyatakan ""hasil negatif dalam level operasional terjadi karena masih berlanjutnya kondisi ekonomi yang buruk yang menurunkan jumlah penumpang dan kanaikan harga dan pelemahan nilai mata uang yang sangat buruk”."
1021330,menurunkan,2102,"Fitoremediasi terdiri dari konsentrasi polutan dalam tanah terkontaminasi mitigasi, air, atau udara, dengan tanaman mampu menurunkan atau menghilangkan logam, pestisida, pelarut, bahan peledak, minyak mentah dan turunannya, dan kontaminan lainnya dari berbagai media yang mengandung mereka."
1021541,menyusun,2401,"Pengguna Scratch membuat sebuah program atau ""project"" dengan menyusun dan menumpuk balok-balok visual perintah yang mengatur tingkah laku komponen-komponen program yang dikenal sebagai ""sprite""."
1021908,menyusun,2403,Ia menyusun sekurang-kurangnya empat buah novel dan tiga otobiografi hingga ia wafat pada 1979 di Moskwa.
1022043,menyusun,2402,"""Jiedushi"" memiliki kekusaan eksternal yang kuat, termasuk hak untuk menyusun tentaranya sendiri, menarik pajak dan mengusulkan serta mengangkat pejabat."
1022080,menyusun,2402,"Terkait penetapan daratan Eurasia sebagai pusat kekuasaan dunia, Brzezinski menyusun geostrategi Eurasia untuk Amerika Serikat."
1022445,menyusun,2402,"Setelah pemberontakan berhasil dipadamkan, penguasa daerah dan jenderal tadi menyusun kekuatan sendiri dan dimulailah sebuah rivalitas antar raja-raja perang yang menandai berakhirnya Dinasti Han."
1022595,menyusun,2403,"Pada awal periode zaman Weda (zaman dimana literatur-literatur Weda ditulis; 1500 - 500 SM), peradaban India telah mengenal pola perubahan musim, konstelasi benda-benda langit, dan juga menyusun suatu kalender kuno untuk memetakan perubahan musim tersebut."
1023334,menyusun,2403,"Vernon Parrington, menyusun kanon sastra Amerika, mengutuk James karena telah memisahkan diri dari Amerika."
1023618,menyusun,2402,"Setelah Mayor Oerip diangkat sebagai Kepala Staf Umum dengan pangkat Letnan Jenderal, Oerip dengan segera menyusun organisasi Markas Tertinggi TKR (MT-TKR), meniru Departemen Peperangan Hindia Belanda."
1023802,nilai,1501,"Sebagai perbandingan, berikut adalah nilai tukar kedua mata uang won terhadap dolar AS (codice_3) pada 16 Juli 2013 menurut XE.com:"
1024098,nilai,1503,Nilai ketelitian tercermin dari proses upacara itu sendiri.
10245,atas,4407,"Manning didakwa atas 22 pelanggaran, termasuk membantu musuh yang dapat membuatnya mendapatkan hukuman mati."
1024726,nilai,1503,"Ulasan lain di koran yang sama menyebutkan bahwa meski ""seseorang dapat menggoyang kepala orang lain, bertentangan dengan nilai budaya film-film pribumi"", film ini menandakan kemajuan industri perfilman."
1025656,nilai,1501,"Nilai proyek yang sudah digelar pada tahun 2011 oleh Raja Abdullah ini mencapai 26,6 miliar Dolar AS."
1026845,nilai,1502,"Dalam pertandingan catur, satu kemenangan diberi nilai 1 sementara seri atau remis dan kalah tidak memperoleh nilai."
1027058,nilai,1503,Fungsi menginang juga sebagai tata pergaulan dan tata nilai kemasyarakatan.
1027251,nilai,1502,"Dalam seri kelima Harry Potter, ""Harry Potter dan Orde Phoenix"", Harry mengetahui bahwa untuk melanjutkan ke kelas NEWT Ramuan, Guru Ramuan, Profesor Snape, mensyaratkan nilai ""O"" (""Outstanding""—""Mengagumkan"")."
1030805,nilai,1503,"Altman berbicara kepada nilai-nilai dari teori ini karena kemajuan pemikiran kita dengan memasukkan berbeda ""tingkat"" atau kombinasi dari peserta dalam proses komunikasi (Altman 2002)."
1032572,nilai,1501,"Negara-negara di sebelah utara garis sangat kaya karena memperdagangkan barang jadi, sedangkan negara-negara di sebelah selatan garis miskin karena memperdagangkan barang setengah jadi dan nilai ekspornya kecil."
1034282,nilai,1504,"Suhu dan tekanan dapat dipilih secara bebas, dan harus dikutip dengan nilai-nilai dari konstanta Loschmidt."
103565,baru,3901,"Mesin ini digunakan selama Perang Dunia II pada tank berat Jerman, yaitu Panther, Jagdpanther, Tiger II, Jagdtiger (HL230 P30), dan versi yang lebih baru untukTiger I dan Sturmtiger (HL230 P45)."
1036677,nilai,1502,Sebelumnya ia sempat ditawari beasiswa untuk kuliah di Imperial College London untuk jurusan ilmu aerodinamika karena nilai matematika dan fisikanya selama masih duduk di bangku sekolah bagus.
1037135,nilai,1501,"Pemerintah telah mengurangi pengeluaran, dan memperkenalkan pajak pertambahan nilai."
1038920,nilai,1502,Bahkan nilai Olga menjadi jeblok.
1039082,nilai,1501,"Ketika Jajang kembali dari Cina ia diberikan sebuah pusaka suci yang tak ternilai harganya: sebuah fragmen dari tengkorak Sakyamuni Buddha, sebuah mangkuk pengemis dari kayu dan jubah monastik Buddha, dan 100 ""sarira"" Buddha (mutiara atau manik-manik seperti kristal yang konon ditemukan di antara abu kremasi guru spiritual Buddha)."
1039926,nilai,1501,"Meski demikian, hampir sepanjang abad ke-13, Yerusalem mengalami penurunan status menjadi sebuah desa karena jatuhnya nilai strategis kota ini dan pergulatan di internal Ayyubiyyah."
1040613,nilai,1504,Notasi ilmiah adalah cara penulisan nomor yang mengakomodasi nilai-nilai terlalu besar atau kecil untuk dengan mudah ditulis dalam notasi desimal standar.
1040718,nilai,1503,"Tahun 1993, bangunan ini di renovasi, tetapi tetap mempertahankan nilai sejarah, bentuk asli dan arsitektur kolonialnya."
1040958,nilai,1504,"Pada kondisi nol, tidak ada manik-manik yang menempel pada garis nilai."
1043553,panas,4901,"Pierre Louis Dulong (lahir 12 February 1785 – meninggal 19 Juli 1838) adalah seorang fisikawan, kimiawan dan apoteker Perancis., Bersama A.T Petit, Louis Dulong mencetuskan hukum Dulong dan Petit yang menyatakan bahwa produk massa atom dan panas jenis zat padat adalah tetap."
1043721,panas,4905,Ajaran Alquran mengenai masalah-masalah perang dan damai telah menjadi topik diskusi panas dalam beberapa tahun terakhir.
1044626,panas,4903,"Lewat berbagai pertimbangan, gerilyawan Tibet memindahkan markas besarnya ke dusun Mustang yangberlokasi dekat perbatasan Nepal pada musim panas 1960 dengan sekitar 2.000 orang gerilyawan yang dibentuk CIA menjadi tujuh kelompok."
1045094,panas,4906,Dia terlibat hubungan asmara yang panas dengan seorang muda kaya-raya.
1045473,panas,4903,"Holmqvistit dan banyak jenis mineral serta batu lainnya ditampilkan di Utö Gruvmuseum, dibuka setiap hari di musim panas di sore hari."
1046057,panas,4903,"Pada musim dingin, danau ini terisi dengan air, sementara pada musim panas airnya menguap, sehingga menyisakan kerak-kerak garam."
1046644,panas,4903,"Pada musim panas 1979, rating siaran berita model baru tersebut terus menanjak."
1046689,panas,4904,Roti bakar panas adalah lebih rangup dan keras dan dapat menampung hias atas dengan lebih baik.
1047043,panas,4903,"Remake drama televisi Jepang ""My Boss My Hero"" disiarkan oleh Nippon TV pada musim panas tahun 2006."
1047117,panas,4903,Musim panas biasanya cerah dengan suhu rata-rata antara 16 °C dan 27 °C namun dapat naik setinggi 38 °C selama gelombang panas sesekali.
1047484,panas,4903,"Selama kepemimpinannya, Indonesia sudah memenangkan dua medali emas di Kejuaraan Dunia di Guangzhou, Cina tahun 2013, 2 gelar All England di setiap tahun 2013 dan 2014, juara umum di Southeast Asian Games 2013, 2015, 2 gelar juara pada 2014 Asian Games di Incheon, Korea Selatan dan 1 gelar juara pada Olimpiade Musim Panas 2016 di Rio de Janeiro, Brasil."
1047728,panas,4903,Rooney termasuk dalam skuad tim pertama Everton untuk kamp pelatihan mereka di Austria pada musim panas 2002 dan mencetak gol pertamanya untuk tim senior dalam kemenangan 3-1 atas SC Weiz pada tanggal 15 Juli.
1048343,panas,4903,"Pada musim panas 1877, kehidupan terganggu saat Adelaide Nansen wafat mendadak."
1048400,panas,4903,"Seluruh provinsi ini beriklim benua, dengan matahari yang terik dan kering, musim panas yang hangat dan musim dingin yang relatif dingin."
1048745,panas,4904,"Cokelat panas memiliki banyak kalori, lemak jenuh dan gula."
1048908,panas,4901,"Di samping itu ada pula dudukuy yaitu tutup kepala yang terbuat dari tumbuh-tumbuhan seperti bambu, kayu dan daun yang hanya berfungsi sebagai pelindung kepala dari panas dan hujan."
1049083,panas,4904,Sebuah awan hitam besar terbentuk di udara yang panas di atas kobaran api.
1049120,panas,4903,"Versi asli ""I Am a Rock"" pertama kali dirilis dalam ""The Paul Simon Songbook"", dan pada musim panas 1965 dirilis sebagai singel satu-satunya dari album itu."
1049519,pembagian,3701,Unsur subyektif dapat membantu menjelaskan perbedaan di antara berbagai kodeks Masoret dalam sejumlah detail pembagian ke dalam bagian-bagian kecil (meskipun derajat konformitasnya tinggi).
1049578,pembagian,3702,Perhatikan hasil pembagian bilangan-bilangan pada deret Fibonacci di bawah ini.
1050134,pembagian,3704,Tionghoa Kamboja juga memiliki pengaruh dalam ekonomi Kamboja dan diperkirakan memiliki pembagian besar darinya.
1050284,pembagian,3701,"Belanda mulai merestrukturisasi pembagian administratif di Belu dalam 1915-16, mencoba untuk menggunakan penguasa tradisional sebagai ""zelfbestuurders"" (raja di bawah pengawasan kolonial)."
1050347,pembagian,3701,Daftar keuskupan di Kamboja adalah sebuah daftar yang memuat dan menjabarkan pembagian terhadap wilayah administratif Gereja Katolik Roma yang dipimpin oleh seorang uskup ataupun ordinaris di Kamboja.
1050595,pembagian,3705,"Ketika terjadi pembagian tanah, tuan tanah lah yang harus membaginya kepada klen atau marga-marga yang telah ditentukan."
1050933,pembagian,3701,Dilihat dari sudut isinya pembagian pupuh-pupuh ini sudah dilakukan dengan sangat rapi.
1051353,pembagian,3701,"Kampung, adalah pembagian wilayah administratif yang digunakan di sejumlah kabupaten di Provinsi Lampung, Indonesia di bawah kecamatan."
1051461,pembagian,3704,"Banyak pengawahutanan pada masa kini terjadi karena penyelewengan kuasa pemerintahan (""political corruption"") di kalangan lembaga pemerintah, ketidakadilan dalam pembagian kekayaan (""wealth"") dan kekuasaan, pertumbuhan penduduk dan ledakan penduduk (""overpopulation""), maupun pengkotaan (""urbanization"")."
1051536,pembagian,3701,"Pada pembagian ayat dalam bahasa Indonesia, ayat 18 berakhir pada kata Yunani ""apestalken me"" (""mengutus Aku"") sebelum tanda (*), dan sisanya ditempatkan pada ayat 19."
1051537,pembagian,3701,"Pada pembagian ayat dalam bahasa Indonesia, pada ayat 19 ini terdapat bagian teks yang pada Textus Receptus ditempatkan pada ayat 18; ayat 19 pada Textus Receptus hanya berisi frasa ""untuk memberitakan tahun rahmat Tuhan""."
1051687,rapat,4601,Permohonan tersebut diterima dan ditindaklanjuti dengan rapat dengan Lembaga Badan Musyawarah Desa ( Bamudes ) dengan hasil mufakat bahwa tanah yang seluas 800 m2 yang masih berupa sawah bias ditempati olah Madrasah Ibtidaiyah Muhammadiyah Grogol I dengan status sebagai hak pakai guna bangunan.
1051903,rapat,4601,"Pemilihan dekan biasanya dilakukan dalam rapat senat fakultas, yang dalam setiap universitas berbeda-beda keanggotaannya, tergantung statuta/anggaran rumah tangga masing-masing."
1052696,rapat,4601,"Pada 21 Mei 1925, seusai mengikuti rapat di kampus, Profesor Ueno mendadak meninggal dunia."
1052906,rapat,4601,"Pada akhir September 2010, dia berbicara di rapat umum Servicemembers Legal Defense Network, ""4the14K"" di Deering Oaks Park di Portland, Maine."
1052988,rapat,4602,Bagian brokoli yang dimakan adalah kepala bunga berwarna hijau yang tersusun rapat seperti cabang pohon dengan batang tebal.
1053040,rapat,4601,GAPI berdiri pada tanggal 21 Mei 1939 di dalam rapat pendirian organisasi nasional di Jakarta.
1053590,sarung,1201,"Begitu juga usaha peternakan sapi yang sapinya menjadi daging sapi potong, perkebunan tebu yang hasilnya diolah menjadi gula, dan perkebunan karet yang lateksnya dijadikan kondom dan sarung tangan."
1053645,sarung,1201,"Bulu kucing digunakan untuk dibuat menjadi mantel, sarung tangan, topi, sepatu, selimut dan boneka mainan."
1053650,sarung,1202,"Harga sarung tenun pagatan tergantung dari jenis dan motifnya, semakin bagus bahan dan motifnya semakin mahal harganya."
1053692,sarung,1202,Produksi sarung goyor berpusat di dukuh wonosari.
1053724,sarung,1201,"Pelempar dan ""fielder"" hanya memakai seragam biasa, sementara kedua pemukul dan ""wicket-keeper"" memakai tambahan aksesoris pelindung yang mencakup helm, sarung tangan, dan bantalan kaki."
1053751,sarung,1201,"Karena kulit menyusut jauh bila terkena api, penggunaannya di sarung tangan balap biasanya hanya terbatas pada daerah sentuhan tangan."
1053773,sarung,1201,"Antartindak pilot-dan-tampilan memanfaatkan sentuhan, dalam hal ini pilot menggunakan sarung tangan kulit berlapis sutera."
1053896,sarung,1202,Saat-saat terakhir sebelum proses audisi dia bekerja di sebuah usaha distribusi kain sarung dan juga berjualan ayam goreng di depan TMP Kalibata Jakarta.
1053983,sarung,1201,"Siapa pun yang bekerja dengan logam ini harus memakai sepatu yang tidak memicu percikan, pakaian karet tahan api, sarung tangan karet, celemek, kaca mata pelindung, dan masker gas."
1054067,sarung,1201,"Babs adalah kelinci betina muda berwarna pink-putih yang mengenakan blus kuning dan rok ungu, serta pita berwarna ungu (terkadang biru) di kedua ujung telinganya; dia terkadang memakai sarung tangan putih."
1054245,tengah,430b,"Churchill dan Konservatif percaya bahwa posisi Inggris sebagai kekuatan dunia bergantung pada keberlangsungan imperiumnya, dan hal ini ditentukan oleh Terusan Suez yang memungkinkan Inggris untuk mempertahankan posisi unggulnya di Timur Tengah meskipun sudah kehilangan India."
1054261,tengah,430b,"Setelah itu Ahmad Husein sebagai Ketua Dewan Banteng, mengambil alih jabatan Gubernur Sumatera Tengah dari tangan Gubernur Ruslan Mulyoharjo."
1054796,tengah,4301,Untuk mengecek kedataran maka dapat diperhatikan gelembung cairan pada alat pengukur yang ada bagian tengah alat waterpass.
1056957,tengah,4301,Burung ini adalah burung penetap di Australia dan beberapa pulau kecil di Indonesia bagian tengah dan timur.
1058083,tengah,430b,"Di PSCS Cilacap musim 2015 ini ia bereuni dengan rekan - rekannya ketika membela tim sepak bola jawa tengah di ajang pON XVIII yaitu Hari Nur Yulianto, Fauzan Fajri, dan Rizky'Ozil'Yulian."
